"","lat","long","gps_precision","lga","zone","state","id","name","sector"
"150",6.60539031028748,7.91623950004578,4,"Ado","north_central","BENUE","207058","Methodist Prim Sch Agila 1","education"
"151",6.98616743087769,8.11209440231323,4,"Ado","north_central","BENUE","207058","L G E A Prim Sch Urechi","education"
"152",6.9137316942215,8.06969404220581,4,"Ado","north_central","BENUE","207058","L G E A Prim Sch Ikpeyi, Watuolo","education"
"153",6.76729917526245,8.14427554607391,4,"Ado","north_central","BENUE","207058","Lgea Prim. Sch. Odoke","education"
"154",6.8167108297348,8.17680537700653,4,"Ado","north_central","BENUE","207058","Lgea Pri.Sch. Ndukabi","education"
"155",6.60159230232239,7.91516661643982,4,"Ado","north_central","BENUE","207058","Lgea Prim. Sch. Agila 1","education"
"156",6.94088101387024,8.14441502094269,4,"Ado","north_central","BENUE","207058","Lgea Primary School Idane Igba","education"
"157",6.77551746368408,8.00160884857178,4,"Ado","north_central","BENUE","207058","L G E A Primary Sch Uje Igumale","education"
"158",6.9334888458252,8.15699994564056,4,"Ado","north_central","BENUE","207058","Lgea Primary School Unweje","education"
"159",6.95797204971313,8.18286716938019,4,"Ado","north_central","BENUE","207058","L G E A Prim Sch Okete-Igba","education"
"160",6.74748837947845,7.9134339094162,4,"Ado","north_central","BENUE","207058","Lgea Apa Ll","education"
"161",6.76055610179901,7.91846036911011,4,"Ado","north_central","BENUE","207058","L G E A Prim Sch, Apa 1","education"
"162",6.89338982105255,7.99681842327118,4,"Ado","north_central","BENUE","207058","Lgea Pri. Sch. Okprigwe","education"
"163",6.95679187774658,8.0324649810791,4,"Ado","north_central","BENUE","207058","Lgea Ukonyo Westley Pri Sch","education"
"164",6.76655352115631,7.91721045970917,4,"Ado","north_central","BENUE","207058","Apa Community Sec Sch, Apa.","education"
"165",6.87871813774109,8.03737878799438,4,"Ado","north_central","BENUE","207058","Lgea Wesley School Ogi","education"
"166",6.79007112979889,7.96303331851959,4,"Ado","north_central","BENUE","207058","Lgea Lgumale 2","education"
"167",6.83271288871765,8.01932752132416,4,"Ado","north_central","BENUE","207058","Lgea Primary School Ikpengbe","education"
"168",6.73206567764282,7.94319033622742,4,"Ado","north_central","BENUE","207058","St Charles Sec Sch, Apa Ogbozu","education"
"169",6.73100352287292,8.11761975288391,4,"Ado","north_central","BENUE","207058","Itseweu Prim Sch Nwedoga","education"
"170",6.79007112979889,7.96296358108521,4,"Ado","north_central","BENUE","207058","Ube Junior Sec Sch Igumale 1","education"
"171",6.90714955329895,8.04883182048798,4,"Ado","north_central","BENUE","207058","Lgea Primary School Ayaga","education"
"172",6.88703835010529,8.09373199939728,4,"Ado","north_central","BENUE","207058","Lgea Olukpo Watuolo","education"
"173",6.93732440471649,8.07680726051331,4,"Ado","north_central","BENUE","207058","Lgea Primary School Ujol","education"
"174",6.85550630092621,8.0407851934433,4,"Ado","north_central","BENUE","207058","Ube Jss Rijo Center","education"
"175",6.74703240394592,8.11735153198242,4,"Ado","north_central","BENUE","207058","Lgea Primary School Ndigbaroso","education"
"176",6.92686915397644,8.05209338665009,4,"Ado","north_central","BENUE","207058","Lgea Ikpomilokpo","education"
"177",6.72912061214447,8.1190949678421,4,"Ado","north_central","BENUE","207058","All Saints Sec Sch, Nwedoga","education"
"178",6.77398324012756,8.05790305137634,3,"Ado","north_central","BENUE","207058","Lgea Primary School Ulayi 1","education"
"179",6.86394453048706,8.04000198841095,4,"Ado","north_central","BENUE","207058","Uncle Udonu Nursery Sch Rijo","education"
"180",6.73111081123352,8.05925488471985,3,"Ado","north_central","BENUE","207058","Lgra Pri. Sch. Anmeka","education"
"181",6.68993353843689,7.94966518878937,4,"Ado","north_central","BENUE","207058","Lgea Primary School Ogebe","education"
"182",6.968754529953,8.03067862987518,4,"Ado","north_central","BENUE","207058","Lgea Pri Sch Efuelo Utonkon","education"
"183",6.91476702690125,8.06937754154205,4,"Ado","north_central","BENUE","207058","Saint Augustine Nursery Prim Sch","education"
"184",6.6378128528595,7.9606568813324,4,"Ado","north_central","BENUE","207058","Lgea Primary School Ejeonowa Agila","education"
"185",6.92825853824615,8.10955166816711,4,"Ado","north_central","BENUE","207058","Ube Jenior Secondary Sch","education"
"186",6.76101744174957,7.91926503181458,4,"Ado","north_central","BENUE","207058","U B E Sec Sch Apa 1","education"
"187",6.90443515777588,8.058922290802,4,"Ado","north_central","BENUE","207058","Ufia Community Sec Sch Utonkon","education"
"188",6.821608543396,8.14329922199249,4,"Ado","north_central","BENUE","207058","Lgea Pry.Sch. Ezza Odokaekile","education"
"189",6.60556733608246,7.91596591472626,4,"Ado","north_central","BENUE","207058","Ube Jss Agila","education"
"190",6.81004822254181,8.18372547626495,4,"Ado","north_central","BENUE","207058","Lgea Pri.Sch.Ataloga","education"
"191",6.79939448833466,7.97570943832397,3,"Ado","north_central","BENUE","207058","Lgea Wesley Prrim. Sch. Igumale 1","education"
"192",6.73802018165588,8.09554517269135,4,"Ado","north_central","BENUE","207058","Jss Ube","education"
"193",6.86623513698578,8.02555561065674,4,"Ado","north_central","BENUE","207058","Lgea Pri Sch Unweje Reji","education"
"194",6.87976956367493,8.07331502437592,4,"Ado","north_central","BENUE","207058","Lgea Pry.Sch. Aneacheng","education"
